snapshot_date,rows,entities,null_comp,null_share,pct_no_composite
2005-01-01,2632,2632,1599,1599,60.752279635258354
2005-01-02,2632,2632,1599,1599,60.752279635258354
2005-01-03,2630,2630,1597,1597,60.72243346007604
2005-01-04,2630,2630,1597,1597,60.72243346007604
2005-01-05,2630,2630,1597,1597,60.72243346007604
2005-01-06,2631,2631,1598,1598,60.73736221968833
2005-01-07,2632,2632,1598,1598,60.71428571428571
2005-01-08,2632,2632,1598,1598,60.71428571428571
2005-01-09,2632,2632,1598,1598,60.71428571428571
2005-01-10,2632,2632,1598,1598,60.71428571428571
2005-01-11,2632,2632,1598,1598,60.71428571428571
2005-01-12,2632,2632,1598,1598,60.71428571428571
2005-01-13,2633,2633,1599,1599,60.729206228636535
2005-01-14,2633,2633,1599,1599,60.729206228636535
2005-01-15,2633,2633,1599,1599,60.729206228636535
2005-01-16,2633,2633,1599,1599,60.729206228636535
2005-01-17,2633,2633,1599,1599,60.729206228636535
2005-01-18,2633,2633,1599,1599,60.729206228636535
2005-01-19,2635,2635,1601,1601,60.75901328273245
2005-01-20,2635,2635,1601,1601,60.75901328273245
2005-01-21,2635,2635,1599,1599,60.6831119544592
2005-01-22,2635,2635,1599,1599,60.6831119544592
2005-01-23,2635,2635,1599,1599,60.6831119544592
2005-01-24,2633,2633,1598,1598,60.69122673756172
2005-01-25,2633,2633,1598,1598,60.69122673756172
2005-01-26,2633,2633,1598,1598,60.69122673756172
2005-01-27,2638,2638,1602,1602,60.72782410917361
2005-01-28,2639,2639,1602,1602,60.70481242895036
2005-01-29,2639,2639,1602,1602,60.70481242895036
2005-01-30,2639,2639,1602,1602,60.70481242895036
2005-01-31,2639,2639,1602,1602,60.70481242895036
2005-02-01,2639,2639,1602,1602,60.70481242895036
2005-02-02,2639,2639,1602,1602,60.70481242895036
2005-02-03,2638,2638,1601,1601,60.68991660348749
2005-02-04,2640,2640,1603,1603,60.71969696969697
2005-02-05,2640,2640,1603,1603,60.71969696969697
2005-02-06,2640,2640,1603,1603,60.71969696969697
2005-02-07,2639,2639,1602,1602,60.70481242895036
2005-02-08,2638,2638,1601,1601,60.68991660348749
2005-02-09,2641,2641,1602,1602,60.65884134797426
2005-02-10,2643,2643,1603,1603,60.65077563374953
2005-02-11,2644,2644,1603,1603,60.627836611195164
2005-02-12,2644,2644,1603,1603,60.627836611195164
2005-02-13,2644,2644,1603,1603,60.627836611195164
2005-02-14,2644,2644,1603,1603,60.627836611195164
2005-02-15,2646,2646,1604,1604,60.61980347694633
2005-02-16,2647,2647,1605,1605,60.634680770683794
2005-02-17,2648,2648,1605,1605,60.61178247734139
2005-02-18,2648,2648,1605,1605,60.61178247734139
2005-02-19,2648,2648,1605,1605,60.61178247734139
2005-02-20,2648,2648,1605,1605,60.61178247734139
2005-02-21,2648,2648,1605,1605,60.61178247734139
2005-02-22,2647,2647,1604,1604,60.59690215338118
2005-02-23,2645,2645,1602,1602,60.567107750472594
2005-02-24,2646,2646,1602,1602,60.544217687074834
2005-02-25,2646,2646,1602,1602,60.544217687074834
2005-02-26,2646,2646,1602,1602,60.544217687074834
2005-02-27,2646,2646,1602,1602,60.544217687074834
2005-02-28,2645,2645,1601,1601,60.52930056710775
2005-03-01,2643,2643,1599,1599,60.499432463110104
2005-03-02,2643,2643,1599,1599,60.499432463110104
2005-03-03,2642,2642,1598,1598,60.48448145344436
2005-03-04,2642,2642,1598,1598,60.48448145344436
2005-03-05,2642,2642,1598,1598,60.48448145344436
2005-03-06,2642,2642,1598,1598,60.48448145344436
2005-03-07,2643,2643,1599,1599,60.499432463110104
2005-03-08,2643,2643,1599,1599,60.499432463110104
2005-03-09,2643,2643,1599,1599,60.499432463110104
2005-03-10,2643,2643,1599,1599,60.499432463110104
2005-03-11,2642,2642,1598,1598,60.48448145344436
2005-03-12,2642,2642,1598,1598,60.48448145344436
2005-03-13,2642,2642,1598,1598,60.48448145344436
2005-03-14,2640,2640,1596,1596,60.45454545454545
2005-03-15,2640,2640,1596,1596,60.45454545454545
2005-03-16,2640,2640,1596,1596,60.45454545454545
2005-03-17,2641,2641,1597,1597,60.46951912154487
2005-03-18,2643,2643,1599,1599,60.499432463110104
2005-03-19,2643,2643,1599,1599,60.499432463110104
2005-03-20,2643,2643,1599,1599,60.499432463110104
2005-03-21,2643,2643,1599,1599,60.499432463110104
2005-03-22,2642,2642,1598,1598,60.48448145344436
2005-03-23,2641,2641,1597,1597,60.46951912154487
2005-03-24,2641,2641,1597,1597,60.46951912154487
2005-03-25,2641,2641,1597,1597,60.46951912154487
2005-03-26,2641,2641,1597,1597,60.46951912154487
2005-03-27,2641,2641,1597,1597,60.46951912154487
2005-03-28,2640,2640,1596,1596,60.45454545454545
2005-03-29,2645,2645,1600,1600,60.49149338374291
2005-03-30,2645,2645,1600,1600,60.49149338374291
2005-03-31,2645,2645,1600,1600,60.49149338374291
2005-04-01,2645,2645,1600,1600,60.49149338374291
2005-04-02,2645,2645,1600,1600,60.49149338374291
2005-04-03,2645,2645,1600,1600,60.49149338374291
2005-04-04,2644,2644,1599,1599,60.47655068078669
2005-04-05,2644,2644,1599,1599,60.47655068078669
2005-04-06,2645,2645,1600,1600,60.49149338374291
2005-04-07,2644,2644,1599,1599,60.47655068078669
2005-04-08,2642,2642,1597,1597,60.44663133989402
2005-04-09,2642,2642,1597,1597,60.44663133989402
2005-04-10,2642,2642,1597,1597,60.44663133989402
2005-04-11,2641,2641,1596,1596,60.431654676258994
2005-04-12,2641,2641,1596,1596,60.431654676258994
2005-04-13,2641,2641,1596,1596,60.431654676258994
2005-04-14,2641,2641,1596,1596,60.431654676258994
2005-04-15,2642,2642,1597,1597,60.44663133989402
2005-04-16,2642,2642,1597,1597,60.44663133989402
2005-04-17,2642,2642,1597,1597,60.44663133989402
2005-04-18,2640,2640,1595,1595,60.416666666666664
2005-04-19,2638,2638,1593,1593,60.386656557998485
2005-04-20,2637,2637,1592,1592,60.371634433067875
2005-04-21,2637,2637,1592,1592,60.371634433067875
2005-04-22,2637,2637,1592,1592,60.371634433067875
2005-04-23,2637,2637,1592,1592,60.371634433067875
2005-04-24,2637,2637,1592,1592,60.371634433067875
2005-04-25,2637,2637,1592,1592,60.371634433067875
2005-04-26,2638,2638,1593,1593,60.386656557998485
2005-04-27,2642,2642,1596,1596,60.40878122634368
2005-04-28,2642,2642,1596,1596,60.40878122634368
2005-04-29,2642,2642,1596,1596,60.40878122634368
2005-04-30,2642,2642,1596,1596,60.40878122634368
2005-05-01,2642,2642,1596,1596,60.40878122634368
2005-05-02,2641,2641,1595,1595,60.393790230973124
2005-05-03,2641,2641,1595,1595,60.393790230973124
2005-05-04,2642,2642,1596,1596,60.40878122634368
2005-05-05,2645,2645,1599,1599,60.45368620037807
2005-05-06,2646,2646,1600,1600,60.46863189720333
2005-05-07,2646,2646,1600,1600,60.46863189720333
2005-05-08,2646,2646,1600,1600,60.46863189720333
2005-05-09,2646,2646,1600,1600,60.46863189720333
2005-05-10,2647,2647,1601,1601,60.48356630147337
2005-05-11,2648,2648,1602,1602,60.49848942598187
2005-05-12,2648,2648,1602,1602,60.49848942598187
2005-05-13,2647,2647,1601,1601,60.48356630147337
2005-05-14,2647,2647,1601,1601,60.48356630147337
2005-05-15,2647,2647,1601,1601,60.48356630147337
2005-05-16,2647,2647,1601,1601,60.48356630147337
2005-05-17,2647,2647,1601,1601,60.48356630147337
2005-05-18,2646,2646,1600,1600,60.46863189720333
2005-05-19,2646,2646,1600,1600,60.46863189720333
2005-05-20,2646,2646,1600,1600,60.46863189720333
2005-05-21,2646,2646,1600,1600,60.46863189720333
2005-05-22,2646,2646,1600,1600,60.46863189720333
2005-05-23,2645,2645,1599,1599,60.45368620037807
2005-05-24,2644,2644,1598,1598,60.43872919818457
2005-05-25,2645,2645,1599,1599,60.45368620037807
2005-05-26,2648,2648,1598,1598,60.34743202416919
2005-05-27,2648,2648,1598,1598,60.34743202416919
2005-05-28,2648,2648,1598,1598,60.34743202416919
2005-05-29,2648,2648,1598,1598,60.34743202416919
2005-05-30,2648,2648,1598,1598,60.34743202416919
2005-05-31,2646,2646,1596,1596,60.317460317460316
2005-06-01,2646,2646,1596,1596,60.317460317460316
2005-06-02,2646,2646,1596,1596,60.317460317460316
2005-06-03,2646,2646,1596,1596,60.317460317460316
2005-06-04,2646,2646,1596,1596,60.317460317460316
2005-06-05,2646,2646,1596,1596,60.317460317460316
2005-06-06,2645,2645,1594,1594,60.26465028355388
2005-06-07,2645,2645,1594,1594,60.26465028355388
2005-06-08,2644,2644,1593,1593,60.24962178517398
2005-06-09,2643,2643,1592,1592,60.2345819144911
2005-06-10,2642,2642,1591,1591,60.21953065859198
2005-06-11,2642,2642,1591,1591,60.21953065859198
2005-06-12,2642,2642,1591,1591,60.21953065859198
2005-06-13,2642,2642,1591,1591,60.21953065859198
2005-06-14,2641,2641,1590,1590,60.204468004543735
2005-06-15,2641,2641,1590,1590,60.204468004543735
2005-06-16,2642,2642,1590,1590,60.18168054504164
2005-06-17,2642,2642,1590,1590,60.18168054504164
2005-06-18,2642,2642,1590,1590,60.18168054504164
2005-06-19,2642,2642,1590,1590,60.18168054504164
2005-06-20,2642,2642,1590,1590,60.18168054504164
2005-06-21,2641,2641,1589,1589,60.16660355925786
2005-06-22,2641,2641,1589,1589,60.16660355925786
2005-06-23,2640,2640,1588,1588,60.151515151515156
2005-06-24,2642,2642,1589,1589,60.143830431491295
2005-06-25,2642,2642,1589,1589,60.143830431491295
2005-06-26,2642,2642,1589,1589,60.143830431491295
2005-06-27,2639,2639,1586,1586,60.09852216748769
2005-06-28,2643,2643,1589,1589,60.12107453651154
2005-06-29,2647,2647,1593,1593,60.18133736305251
2005-06-30,2648,2648,1593,1593,60.15861027190332
2005-07-01,2648,2648,1592,1592,60.12084592145015
2005-07-02,2648,2648,1592,1592,60.12084592145015
2005-07-03,2648,2648,1592,1592,60.12084592145015
2005-07-04,2648,2648,1592,1592,60.12084592145015
2005-07-05,2643,2643,1587,1587,60.04540295119183
2005-07-06,2643,2643,1587,1587,60.04540295119183
2005-07-07,2642,2642,1586,1586,60.03028009084027
2005-07-08,2643,2643,1586,1586,60.00756715853197
2005-07-09,2643,2643,1586,1586,60.00756715853197
2005-07-10,2643,2643,1586,1586,60.00756715853197
2005-07-11,2643,2643,1586,1586,60.00756715853197
2005-07-12,2643,2643,1586,1586,60.00756715853197
2005-07-13,2643,2643,1586,1586,60.00756715853197
2005-07-14,2643,2643,1586,1586,60.00756715853197
2005-07-15,2643,2643,1586,1586,60.00756715853197
2005-07-16,2643,2643,1586,1586,60.00756715853197
2005-07-17,2643,2643,1586,1586,60.00756715853197
2005-07-18,2642,2642,1585,1585,59.99242997728993
2005-07-19,2643,2643,1586,1586,60.00756715853197
2005-07-20,2643,2643,1585,1585,59.969731365872114
2005-07-21,2644,2644,1585,1585,59.94704992435703
2005-07-22,2644,2644,1585,1585,59.94704992435703
2005-07-23,2644,2644,1585,1585,59.94704992435703
2005-07-24,2644,2644,1585,1585,59.94704992435703
2005-07-25,2642,2642,1583,1583,59.91672975018925
2005-07-26,2643,2643,1584,1584,59.93189557321226
2005-07-27,2647,2647,1588,1588,59.99244427653948
2005-07-28,2648,2648,1589,1589,60.00755287009063
2005-07-29,2648,2648,1589,1589,60.00755287009063
2005-07-30,2648,2648,1589,1589,60.00755287009063
2005-07-31,2648,2648,1589,1589,60.00755287009063
2005-08-01,2641,2641,1582,1582,59.90155244225672
2005-08-02,2642,2642,1583,1583,59.91672975018925
2005-08-03,2642,2642,1583,1583,59.91672975018925
2005-08-04,2642,2642,1583,1583,59.91672975018925
2005-08-05,2643,2643,1582,1582,59.85622398789254
2005-08-06,2643,2643,1582,1582,59.85622398789254
2005-08-07,2643,2643,1582,1582,59.85622398789254
2005-08-08,2641,2641,1580,1580,59.82582355168496
2005-08-09,2644,2644,1582,1582,59.833585476550674
2005-08-10,2645,2645,1583,1583,59.848771266540645
2005-08-11,2648,2648,1585,1585,59.85649546827795
2005-08-12,2647,2647,1584,1584,59.841329807329046
2005-08-13,2647,2647,1584,1584,59.841329807329046
2005-08-14,2647,2647,1584,1584,59.841329807329046
2005-08-15,2647,2647,1584,1584,59.841329807329046
2005-08-16,2647,2647,1584,1584,59.841329807329046
2005-08-17,2648,2648,1585,1585,59.85649546827795
2005-08-18,2648,2648,1586,1586,59.89425981873112
2005-08-19,2648,2648,1586,1586,59.89425981873112
2005-08-20,2648,2648,1586,1586,59.89425981873112
2005-08-21,2648,2648,1586,1586,59.89425981873112
2005-08-22,2649,2649,1586,1586,59.8716496791242
2005-08-23,2649,2649,1586,1586,59.8716496791242
2005-08-24,2650,2650,1587,1587,59.886792452830186
2005-08-25,2650,2650,1587,1587,59.886792452830186
2005-08-26,2653,2653,1588,1588,59.856765925367505
2005-08-27,2653,2653,1588,1588,59.856765925367505
2005-08-28,2653,2653,1588,1588,59.856765925367505
2005-08-29,2652,2652,1586,1586,59.80392156862745
2005-08-30,2652,2652,1586,1586,59.80392156862745
2005-08-31,2650,2650,1585,1585,59.81132075471698
2005-09-01,2648,2648,1583,1583,59.7809667673716
2005-09-02,2648,2648,1583,1583,59.7809667673716
2005-09-03,2648,2648,1583,1583,59.7809667673716
2005-09-04,2648,2648,1583,1583,59.7809667673716
2005-09-05,2648,2648,1583,1583,59.7809667673716
2005-09-06,2648,2648,1583,1583,59.7809667673716
2005-09-07,2648,2648,1583,1583,59.7809667673716
2005-09-08,2648,2648,1583,1583,59.7809667673716
2005-09-09,2648,2648,1583,1583,59.7809667673716
2005-09-10,2648,2648,1583,1583,59.7809667673716
2005-09-11,2648,2648,1583,1583,59.7809667673716
2005-09-12,2648,2648,1583,1583,59.7809667673716
2005-09-13,2647,2647,1582,1582,59.76577257272384
2005-09-14,2647,2647,1582,1582,59.76577257272384
2005-09-15,2650,2650,1583,1583,59.735849056603776
2005-09-16,2649,2649,1582,1582,59.720649301623254
2005-09-17,2649,2649,1582,1582,59.720649301623254
2005-09-18,2649,2649,1582,1582,59.720649301623254
2005-09-19,2649,2649,1582,1582,59.720649301623254
2005-09-20,2648,2648,1581,1581,59.705438066465256
2005-09-21,2648,2648,1581,1581,59.705438066465256
2005-09-22,2648,2648,1581,1581,59.705438066465256
2005-09-23,2647,2647,1580,1580,59.69021533811863
2005-09-24,2647,2647,1580,1580,59.69021533811863
2005-09-25,2647,2647,1580,1580,59.69021533811863
2005-09-26,2648,2648,1580,1580,59.66767371601208
2005-09-27,2649,2649,1581,1581,59.68289920724802
2005-09-28,2651,2651,1582,1582,59.67559411542814
2005-09-29,2651,2651,1581,1581,59.63787250094305
2005-09-30,2651,2651,1581,1581,59.63787250094305
2005-10-01,2651,2651,1581,1581,59.63787250094305
2005-10-02,2651,2651,1581,1581,59.63787250094305
2005-10-03,2648,2648,1577,1577,59.55438066465257
2005-10-04,2647,2647,1576,1576,59.5391008689082
2005-10-05,2648,2648,1576,1576,59.516616314199396
2005-10-06,2648,2648,1576,1576,59.516616314199396
2005-10-07,2646,2646,1574,1574,59.48601662887377
2005-10-08,2646,2646,1574,1574,59.48601662887377
2005-10-09,2646,2646,1574,1574,59.48601662887377
2005-10-10,2644,2644,1571,1571,59.41754916792738
2005-10-11,2643,2643,1570,1570,59.40219447597427
2005-10-12,2643,2643,1570,1570,59.40219447597427
2005-10-13,2643,2643,1570,1570,59.40219447597427
2005-10-14,2644,2644,1571,1571,59.41754916792738
2005-10-15,2644,2644,1571,1571,59.41754916792738
2005-10-16,2644,2644,1571,1571,59.41754916792738
2005-10-17,2644,2644,1571,1571,59.41754916792738
2005-10-18,2643,2643,1570,1570,59.40219447597427
2005-10-19,2644,2644,1571,1571,59.41754916792738
2005-10-20,2644,2644,1571,1571,59.41754916792738
2005-10-21,2643,2643,1569,1569,59.364358683314414
2005-10-22,2643,2643,1569,1569,59.364358683314414
2005-10-23,2643,2643,1569,1569,59.364358683314414
2005-10-24,2643,2643,1569,1569,59.364358683314414
2005-10-25,2644,2644,1570,1570,59.379727685325264
2005-10-26,2644,2644,1570,1570,59.379727685325264
2005-10-27,2650,2650,1575,1575,59.43396226415094
2005-10-28,2648,2648,1573,1573,59.403323262839876
2005-10-29,2648,2648,1573,1573,59.403323262839876
2005-10-30,2648,2648,1573,1573,59.403323262839876
2005-10-31,2645,2645,1569,1569,59.3194706994329
2005-11-01,2644,2644,1569,1569,59.34190620272315
2005-11-02,2644,2644,1569,1569,59.34190620272315
2005-11-03,2645,2645,1570,1570,59.35727788279773
2005-11-04,2645,2645,1570,1570,59.35727788279773
2005-11-05,2645,2645,1570,1570,59.35727788279773
2005-11-06,2645,2645,1570,1570,59.35727788279773
2005-11-07,2644,2644,1569,1569,59.34190620272315
2005-11-08,2644,2644,1569,1569,59.34190620272315
2005-11-09,2644,2644,1569,1569,59.34190620272315
2005-11-10,2643,2643,1568,1568,59.32652289065455
2005-11-11,2645,2645,1570,1570,59.35727788279773
2005-11-12,2645,2645,1570,1570,59.35727788279773
2005-11-13,2645,2645,1570,1570,59.35727788279773
2005-11-14,2646,2646,1570,1570,59.33484504913077
2005-11-15,2645,2645,1568,1568,59.28166351606805
2005-11-16,2646,2646,1569,1569,59.29705215419501
2005-11-17,2645,2645,1568,1568,59.28166351606805
2005-11-18,2645,2645,1568,1568,59.28166351606805
2005-11-19,2645,2645,1568,1568,59.28166351606805
2005-11-20,2645,2645,1568,1568,59.28166351606805
2005-11-21,2645,2645,1567,1567,59.24385633270322
2005-11-22,2646,2646,1567,1567,59.221466364323504
2005-11-23,2647,2647,1567,1567,59.19909331318473
2005-11-24,2647,2647,1567,1567,59.19909331318473
2005-11-25,2646,2646,1566,1566,59.183673469387756
2005-11-26,2646,2646,1566,1566,59.183673469387756
2005-11-27,2646,2646,1566,1566,59.183673469387756
2005-11-28,2645,2645,1565,1565,59.168241965973536
2005-11-29,2645,2645,1565,1565,59.168241965973536
2005-11-30,2646,2646,1566,1566,59.183673469387756
2005-12-01,2646,2646,1565,1565,59.145880574452
2005-12-02,2646,2646,1564,1564,59.10808767951625
2005-12-03,2646,2646,1564,1564,59.10808767951625
2005-12-04,2646,2646,1564,1564,59.10808767951625
2005-12-05,2644,2644,1560,1560,59.001512859304086
2005-12-06,2644,2644,1560,1560,59.001512859304086
2005-12-07,2644,2644,1560,1560,59.001512859304086
2005-12-08,2645,2645,1561,1561,59.01701323251418
2005-12-09,2647,2647,1563,1563,59.04797884397431
2005-12-10,2647,2647,1563,1563,59.04797884397431
2005-12-11,2647,2647,1563,1563,59.04797884397431
2005-12-12,2645,2645,1561,1561,59.01701323251418
2005-12-13,2644,2644,1560,1560,59.001512859304086
2005-12-14,2645,2645,1561,1561,59.01701323251418
2005-12-15,2646,2646,1562,1562,59.03250188964475
2005-12-16,2647,2647,1563,1563,59.04797884397431
2005-12-17,2647,2647,1563,1563,59.04797884397431
2005-12-18,2647,2647,1563,1563,59.04797884397431
2005-12-19,2647,2647,1563,1563,59.04797884397431
2005-12-20,2646,2646,1562,1562,59.03250188964475
2005-12-21,2646,2646,1562,1562,59.03250188964475
2005-12-22,2645,2645,1561,1561,59.01701323251418
2005-12-23,2646,2646,1562,1562,59.03250188964475
2005-12-24,2646,2646,1562,1562,59.03250188964475
2005-12-25,2646,2646,1562,1562,59.03250188964475
2005-12-26,2646,2646,1562,1562,59.03250188964475
2005-12-27,2645,2645,1561,1561,59.01701323251418
2005-12-28,2645,2645,1561,1561,59.01701323251418
2005-12-29,2644,2644,1560,1560,59.001512859304086
2005-12-30,2643,2643,1559,1559,58.98600075671585
2005-12-31,2643,2643,1559,1559,58.98600075671585
2006-01-01,2643,2643,1559,1559,58.98600075671585
2006-01-02,2643,2643,1559,1559,58.98600075671585
2006-01-03,2642,2642,1556,1556,58.894776684330054
2006-01-04,2642,2642,1556,1556,58.894776684330054
2006-01-05,2641,2641,1555,1555,58.87921241953805
2006-01-06,2640,2640,1554,1554,58.86363636363636
2006-01-07,2640,2640,1554,1554,58.86363636363636
2006-01-08,2640,2640,1554,1554,58.86363636363636
2006-01-09,2638,2638,1551,1551,58.79454131918119
2006-01-10,2639,2639,1552,1552,58.8101553618795
2006-01-11,2640,2640,1553,1553,58.82575757575758
2006-01-12,2640,2640,1553,1553,58.82575757575758
2006-01-13,2640,2640,1553,1553,58.82575757575758
2006-01-14,2640,2640,1553,1553,58.82575757575758
2006-01-15,2640,2640,1553,1553,58.82575757575758
2006-01-16,2640,2640,1553,1553,58.82575757575758
2006-01-17,2640,2640,1553,1553,58.82575757575758
2006-01-18,2640,2640,1553,1553,58.82575757575758
2006-01-19,2642,2642,1555,1555,58.85692657077971
2006-01-20,2642,2642,1555,1555,58.85692657077971
2006-01-21,2642,2642,1555,1555,58.85692657077971
2006-01-22,2642,2642,1555,1555,58.85692657077971
2006-01-23,2641,2641,1554,1554,58.84134797425218
2006-01-24,2641,2641,1554,1554,58.84134797425218
2006-01-25,2641,2641,1554,1554,58.84134797425218
2006-01-26,2641,2641,1553,1553,58.803483528966304
2006-01-27,2641,2641,1553,1553,58.803483528966304
2006-01-28,2641,2641,1553,1553,58.803483528966304
2006-01-29,2641,2641,1553,1553,58.803483528966304
2006-01-30,2638,2638,1550,1550,58.75663381349507
2006-01-31,2637,2637,1549,1549,58.74099355328024
2006-02-01,2634,2634,1542,1542,58.54214123006833
2006-02-02,2634,2634,1541,1541,58.504176157934694
2006-02-03,2637,2637,1543,1543,58.51346226772848
2006-02-04,2637,2637,1543,1543,58.51346226772848
2006-02-05,2637,2637,1543,1543,58.51346226772848
2006-02-06,2636,2636,1540,1540,58.421851289833086
2006-02-07,2637,2637,1541,1541,58.437618505877886
2006-02-08,2636,2636,1540,1540,58.421851289833086
2006-02-09,2639,2639,1543,1543,58.469117089806744
2006-02-10,2639,2639,1543,1543,58.469117089806744
2006-02-11,2639,2639,1543,1543,58.469117089806744
2006-02-12,2639,2639,1543,1543,58.469117089806744
2006-02-13,2638,2638,1542,1542,58.45337376800607
2006-02-14,2638,2638,1542,1542,58.45337376800607
2006-02-15,2638,2638,1542,1542,58.45337376800607
2006-02-16,2638,2638,1542,1542,58.45337376800607
2006-02-17,2638,2638,1542,1542,58.45337376800607
2006-02-18,2638,2638,1542,1542,58.45337376800607
2006-02-19,2638,2638,1542,1542,58.45337376800607
2006-02-20,2638,2638,1542,1542,58.45337376800607
2006-02-21,2639,2639,1543,1543,58.469117089806744
2006-02-22,2639,2639,1543,1543,58.469117089806744
2006-02-23,2639,2639,1543,1543,58.469117089806744
2006-02-24,2641,2641,1543,1543,58.42483907610754
2006-02-25,2641,2641,1543,1543,58.42483907610754
2006-02-26,2641,2641,1543,1543,58.42483907610754
2006-02-27,2640,2640,1541,1541,58.371212121212125
2006-02-28,2640,2640,1541,1541,58.371212121212125
2006-03-01,2640,2640,1541,1541,58.371212121212125
2006-03-02,2638,2638,1539,1539,58.33965125094769
2006-03-03,2638,2638,1539,1539,58.33965125094769
2006-03-04,2638,2638,1539,1539,58.33965125094769
2006-03-05,2638,2638,1539,1539,58.33965125094769
2006-03-06,2637,2637,1538,1538,58.32385286310201
2006-03-07,2638,2638,1538,1538,58.30174374526156
2006-03-08,2639,2639,1539,1539,58.317544524441075
2006-03-09,2636,2636,1536,1536,58.2701062215478
2006-03-10,2637,2637,1537,1537,58.285930982176716
2006-03-11,2637,2637,1537,1537,58.285930982176716
2006-03-12,2637,2637,1537,1537,58.285930982176716
2006-03-13,2637,2637,1537,1537,58.285930982176716
2006-03-14,2637,2637,1537,1537,58.285930982176716
2006-03-15,2638,2638,1537,1537,58.26383623957544
2006-03-16,2638,2638,1536,1536,58.22592873388931
2006-03-17,2639,2639,1537,1537,58.24175824175825
2006-03-18,2639,2639,1537,1537,58.24175824175825
2006-03-19,2639,2639,1537,1537,58.24175824175825
2006-03-20,2639,2639,1537,1537,58.24175824175825
2006-03-21,2639,2639,1537,1537,58.24175824175825
2006-03-22,2639,2639,1537,1537,58.24175824175825
2006-03-23,2639,2639,1537,1537,58.24175824175825
2006-03-24,2640,2640,1538,1538,58.25757575757575
2006-03-25,2640,2640,1538,1538,58.25757575757575
2006-03-26,2640,2640,1538,1538,58.25757575757575
2006-03-27,2641,2641,1539,1539,58.27338129496403
2006-03-28,2641,2641,1539,1539,58.27338129496403
2006-03-29,2642,2642,1540,1540,58.28917486752461
2006-03-30,2642,2642,1540,1540,58.28917486752461
2006-03-31,2637,2637,1534,1534,58.17216533940084
2006-04-01,2637,2637,1534,1534,58.17216533940084
2006-04-02,2637,2637,1534,1534,58.17216533940084
2006-04-03,2633,2633,1529,1529,58.07064185339917
2006-04-04,2632,2632,1528,1528,58.05471124620061
2006-04-05,2630,2630,1526,1526,58.02281368821293
2006-04-06,2630,2630,1526,1526,58.02281368821293
2006-04-07,2631,2631,1527,1527,58.0387685290764
2006-04-08,2631,2631,1527,1527,58.0387685290764
2006-04-09,2631,2631,1527,1527,58.0387685290764
2006-04-10,2630,2630,1526,1526,58.02281368821293
2006-04-11,2630,2630,1526,1526,58.02281368821293
2006-04-12,2629,2629,1525,1525,58.00684670977559
2006-04-13,2628,2628,1524,1524,57.99086757990868
2006-04-14,2628,2628,1524,1524,57.99086757990868
2006-04-15,2628,2628,1524,1524,57.99086757990868
2006-04-16,2628,2628,1524,1524,57.99086757990868
2006-04-17,2627,2627,1523,1523,57.974876284735444
2006-04-18,2627,2627,1523,1523,57.974876284735444
2006-04-19,2627,2627,1523,1523,57.974876284735444
2006-04-20,2626,2626,1522,1522,57.95887281035797
2006-04-21,2627,2627,1523,1523,57.974876284735444
2006-04-22,2627,2627,1523,1523,57.974876284735444
2006-04-23,2627,2627,1523,1523,57.974876284735444
2006-04-24,2626,2626,1522,1522,57.95887281035797
2006-04-25,2626,2626,1522,1522,57.95887281035797
2006-04-26,2627,2627,1523,1523,57.974876284735444
2006-04-27,2627,2627,1523,1523,57.974876284735444
2006-04-28,2627,2627,1523,1523,57.974876284735444
2006-04-29,2627,2627,1523,1523,57.974876284735444
2006-04-30,2627,2627,1523,1523,57.974876284735444
2006-05-01,2626,2626,1521,1521,57.920792079207914
2006-05-02,2626,2626,1521,1521,57.920792079207914
2006-05-03,2624,2624,1519,1519,57.88871951219512
2006-05-04,2626,2626,1521,1521,57.920792079207914
2006-05-05,2626,2626,1521,1521,57.920792079207914
2006-05-06,2626,2626,1521,1521,57.920792079207914
2006-05-07,2626,2626,1521,1521,57.920792079207914
2006-05-08,2625,2625,1520,1520,57.904761904761905
2006-05-09,2626,2626,1520,1520,57.88271134805788
2006-05-10,2626,2626,1520,1520,57.88271134805788
2006-05-11,2623,2623,1517,1517,57.8345406023637
2006-05-12,2622,2622,1516,1516,57.8184591914569
2006-05-13,2622,2622,1516,1516,57.8184591914569
2006-05-14,2622,2622,1516,1516,57.8184591914569
2006-05-15,2622,2622,1515,1515,57.78032036613272
2006-05-16,2621,2621,1514,1514,57.76421213277375
2006-05-17,2621,2621,1514,1514,57.76421213277375
2006-05-18,2621,2621,1514,1514,57.76421213277375
2006-05-19,2622,2622,1515,1515,57.78032036613272
2006-05-20,2622,2622,1515,1515,57.78032036613272
2006-05-21,2622,2622,1515,1515,57.78032036613272
2006-05-22,2620,2620,1513,1513,57.74809160305343
2006-05-23,2620,2620,1513,1513,57.74809160305343
2006-05-24,2621,2621,1513,1513,57.726058756199926
2006-05-25,2622,2622,1513,1513,57.70404271548436
2006-05-26,2622,2622,1512,1512,57.66590389016019
2006-05-27,2622,2622,1512,1512,57.66590389016019
2006-05-28,2622,2622,1512,1512,57.66590389016019
2006-05-29,2622,2622,1512,1512,57.66590389016019
2006-05-30,2622,2622,1512,1512,57.66590389016019
2006-05-31,2622,2622,1512,1512,57.66590389016019
2006-06-01,2622,2622,1512,1512,57.66590389016019
