session_date,open_utc,close_utc,open_et,close_et,is_early_close,year,month,dow,calendar,timezone
2019-01-02,2019-01-02T14:30:00+0000,2019-01-02T21:00:00+0000,2019-01-02T09:30:00-0500,2019-01-02T16:00:00-0500,False,2019,1,Wednesday,XNYS,America/New_York
2019-01-03,2019-01-03T14:30:00+0000,2019-01-03T21:00:00+0000,2019-01-03T09:30:00-0500,2019-01-03T16:00:00-0500,False,2019,1,Thursday,XNYS,America/New_York
2019-01-04,2019-01-04T14:30:00+0000,2019-01-04T21:00:00+0000,2019-01-04T09:30:00-0500,2019-01-04T16:00:00-0500,False,2019,1,Friday,XNYS,America/New_York
2019-01-07,2019-01-07T14:30:00+0000,2019-01-07T21:00:00+0000,2019-01-07T09:30:00-0500,2019-01-07T16:00:00-0500,False,2019,1,Monday,XNYS,America/New_York
2019-01-08,2019-01-08T14:30:00+0000,2019-01-08T21:00:00+0000,2019-01-08T09:30:00-0500,2019-01-08T16:00:00-0500,False,2019,1,Tuesday,XNYS,America/New_York
2019-01-09,2019-01-09T14:30:00+0000,2019-01-09T21:00:00+0000,2019-01-09T09:30:00-0500,2019-01-09T16:00:00-0500,False,2019,1,Wednesday,XNYS,America/New_York
2019-01-10,2019-01-10T14:30:00+0000,2019-01-10T21:00:00+0000,2019-01-10T09:30:00-0500,2019-01-10T16:00:00-0500,False,2019,1,Thursday,XNYS,America/New_York
2019-01-11,2019-01-11T14:30:00+0000,2019-01-11T21:00:00+0000,2019-01-11T09:30:00-0500,2019-01-11T16:00:00-0500,False,2019,1,Friday,XNYS,America/New_York
2019-01-14,2019-01-14T14:30:00+0000,2019-01-14T21:00:00+0000,2019-01-14T09:30:00-0500,2019-01-14T16:00:00-0500,False,2019,1,Monday,XNYS,America/New_York
2019-01-15,2019-01-15T14:30:00+0000,2019-01-15T21:00:00+0000,2019-01-15T09:30:00-0500,2019-01-15T16:00:00-0500,False,2019,1,Tuesday,XNYS,America/New_York
2019-01-16,2019-01-16T14:30:00+0000,2019-01-16T21:00:00+0000,2019-01-16T09:30:00-0500,2019-01-16T16:00:00-0500,False,2019,1,Wednesday,XNYS,America/New_York
2019-01-17,2019-01-17T14:30:00+0000,2019-01-17T21:00:00+0000,2019-01-17T09:30:00-0500,2019-01-17T16:00:00-0500,False,2019,1,Thursday,XNYS,America/New_York
2019-01-18,2019-01-18T14:30:00+0000,2019-01-18T21:00:00+0000,2019-01-18T09:30:00-0500,2019-01-18T16:00:00-0500,False,2019,1,Friday,XNYS,America/New_York
2019-01-22,2019-01-22T14:30:00+0000,2019-01-22T21:00:00+0000,2019-01-22T09:30:00-0500,2019-01-22T16:00:00-0500,False,2019,1,Tuesday,XNYS,America/New_York
2019-01-23,2019-01-23T14:30:00+0000,2019-01-23T21:00:00+0000,2019-01-23T09:30:00-0500,2019-01-23T16:00:00-0500,False,2019,1,Wednesday,XNYS,America/New_York
2019-01-24,2019-01-24T14:30:00+0000,2019-01-24T21:00:00+0000,2019-01-24T09:30:00-0500,2019-01-24T16:00:00-0500,False,2019,1,Thursday,XNYS,America/New_York
2019-01-25,2019-01-25T14:30:00+0000,2019-01-25T21:00:00+0000,2019-01-25T09:30:00-0500,2019-01-25T16:00:00-0500,False,2019,1,Friday,XNYS,America/New_York
